sku,name,price,description,is_in_stock,ADVERTISERCATEGORY
TWTNK.SMST.SMST.SMST-8,Twistie Tank-Seattle Mist-8,64,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",1,yoga apparel
TWTNK.SMST.SMST.SMST-10,Twistie Tank-Seattle Mist-10,64,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",1,yoga apparel
TWTNK.SMST.SMST.SMST-12,Twistie Tank-Seattle Mist-12,64,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",1,yoga apparel
TWTNK.IBLU.IBLU.IBLU-2,Twistie Tank-India Blue-2,64,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",1,yoga apparel
TWTNK.IBLU.IBLU.IBLU-4,Twistie Tank-India Blue-4,64,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",1,yoga apparel
TWTNK.IBLU.IBLU.IBLU-6,Twistie Tank-India Blue-6,64,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",0,yoga apparel
TWTNK.IBLU.IBLU.IBLU-8,Twistie Tank-India Blue-8,64,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",0,yoga apparel
TWTNK.IBLU.IBLU.IBLU-10,Twistie Tank-India Blue-10,64,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",0,yoga apparel
TWTNK.IBLU.IBLU.IBLU-12,Twistie Tank-India Blue-12,64,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",0,yoga apparel
TWTNK.CRLP.CRS.CRLP-2,Twistie Tank-Coral Pink / Crimson Rose-2,64,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",1,yoga apparel
TWTNK.CRLP.CRS.CRLP-4,Twistie Tank-Coral Pink / Crimson Rose-4,64,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",1,yoga apparel
TWTNK.CRLP.CRS.CRLP-6,Twistie Tank-Coral Pink / Crimson Rose-6,64,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",1,yoga apparel
TWTNK.CRLP.CRS.CRLP-8,Twistie Tank-Coral Pink / Crimson Rose-8,64,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",1,yoga apparel
TWTNK.CRLP.CRS.CRLP-10,Twistie Tank-Coral Pink / Crimson Rose-10,64,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",1,yoga apparel
TWTNK.CRLP.CRS.CRLP-12,Twistie Tank-Coral Pink / Crimson Rose-12,64,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",1,yoga apparel
TWTNK.VTW.VTW.VTW-2,Twistie Tank-Violet Twilight-2,30,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",0,yoga apparel
TWTNK.VTW.VTW.VTW-4,Twistie Tank-Violet Twilight-4,30,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",0,yoga apparel
TWTNK.VTW.VTW.VTW-6,Twistie Tank-Violet Twilight-6,30,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",0,yoga apparel
TWTNK.VTW.VTW.VTW-8,Twistie Tank-Violet Twilight-8,30,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",0,yoga apparel
TWTNK.VTW.VTW.VTW-10,Twistie Tank-Violet Twilight-10,30,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",0,yoga apparel
TWTNK.VTW.VTW.VTW-12,Twistie Tank-Violet Twilight-12,30,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",1,yoga apparel
TWTNK.TPNK.TPNK.TPNK-2,Twistie Tank-Tickled Pink-2,64,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",0,yoga apparel
TWTNK.TPNK.TPNK.TPNK-4,Twistie Tank-Tickled Pink-4,64,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",0,yoga apparel
TWTNK.TPNK.TPNK.TPNK-6,Twistie Tank-Tickled Pink-6,64,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",0,yoga apparel
TWTNK.TPNK.TPNK.TPNK-8,Twistie Tank-Tickled Pink-8,64,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",0,yoga apparel
TWTNK.TPNK.TPNK.TPNK-10,Twistie Tank-Tickled Pink-10,64,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",1,yoga apparel
TWTNK.TPNK.TPNK.TPNK-12,Twistie Tank-Tickled Pink-12,64,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",1,yoga apparel
TWTNK.BBLU.BBLU.BBLU-2,Twistie Tank-Boy Blue-2,64,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",0,yoga apparel
TWTNK.BBLU.BBLU.BBLU-4,Twistie Tank-Boy Blue-4,64,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",0,yoga apparel
TWTNK.BBLU.BBLU.BBLU-6,Twistie Tank-Boy Blue-6,64,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",0,yoga apparel
TWTNK.BBLU.BBLU.BBLU-8,Twistie Tank-Boy Blue-8,64,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",0,yoga apparel
TWTNK.BBLU.BBLU.BBLU-10,Twistie Tank-Boy Blue-10,64,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",0,yoga apparel
PCBND.SMST.SMST.SMST,Peace Band-Seattle Mist,14,Peace Band,0,yoga apparel
TWTNK.BBLU.BBLU.BBLU-12,Twistie Tank-Boy Blue-12,64,"Shake it up, Head it down, Twist it around or Pigeon it forward- whatever your move this tank is designed to behave and stay put on your hips. The built-in bra offers the reinforcement you need and the waist hugging design leaves you feeling like striking that pose É?? Every time.",0,yoga apparel
PCBND.VRD.VRD.VRD,Peace Band-Verdi,14,Peace Band,1,yoga apparel
PCBND.CRS.CRS.CRS,Peace Band-Crimson Rose,14,Peace Band,1,yoga apparel
PCBND.C6.C6.C6,Peace Band-Carbon 6,14,Peace Band,1,yoga apparel
PCBND.CORLN.CORLN.KRED,Peace Band-Corallion,14,Peace Band,0,yoga apparel
YTNK.MIDB.SMST.MIDB-2,Yantra Tank-Midnight Blue / Seattle Mist-2,26,"Ladies, finally, a tank that stays in check É?? paying attention to your hips instead of flirting with your navel. ThatÉ??s right, a top that does what itÉ??s told and stays put at your hips, even when youÉ??re striking your finest headstand.  You would think thereÉ??s a magnetic force controlling it É?? but, really, its just great design. <br/><br/>

Made from YOGASMOGA's exclusive Aurum high performance technical fabric. The Yantra Tank is a classic tank with no built-in bra. <br/><br/>",0,yoga apparel
YTNK.MIDB.SMST.MIDB-4,Yantra Tank-Midnight Blue / Seattle Mist-4,26,"Ladies, finally, a tank that stays in check É?? paying attention to your hips instead of flirting with your navel. ThatÉ??s right, a top that does what itÉ??s told and stays put at your hips, even when youÉ??re striking your finest headstand.  You would think thereÉ??s a magnetic force controlling it É?? but, really, its just great design. <br/><br/>

Made from YOGASMOGA's exclusive Aurum high performance technical fabric. The Yantra Tank is a classic tank with no built-in bra. <br/><br/>",0,yoga apparel
YTNK.MIDB.SMST.MIDB-6,Yantra Tank-Midnight Blue / Seattle Mist-6,26,"Ladies, finally, a tank that stays in check É?? paying attention to your hips instead of flirting with your navel. ThatÉ??s right, a top that does what itÉ??s told and stays put at your hips, even when youÉ??re striking your finest headstand.  You would think thereÉ??s a magnetic force controlling it É?? but, really, its just great design. <br/><br/>

Made from YOGASMOGA's exclusive Aurum high performance technical fabric. The Yantra Tank is a classic tank with no built-in bra. <br/><br/>",0,yoga apparel
YTNK.MIDB.SMST.MIDB-8,Yantra Tank-Midnight Blue / Seattle Mist-8,26,"Ladies, finally, a tank that stays in check É?? paying attention to your hips instead of flirting with your navel. ThatÉ??s right, a top that does what itÉ??s told and stays put at your hips, even when youÉ??re striking your finest headstand.  You would think thereÉ??s a magnetic force controlling it É?? but, really, its just great design. <br/><br/>

Made from YOGASMOGA's exclusive Aurum high performance technical fabric. The Yantra Tank is a classic tank with no built-in bra. <br/><br/>",0,yoga apparel
YTNK.MIDB.SMST.MIDB-10,Yantra Tank-Midnight Blue / Seattle Mist-10,26,"Ladies, finally, a tank that stays in check É?? paying attention to your hips instead of flirting with your navel. ThatÉ??s right, a top that does what itÉ??s told and stays put at your hips, even when youÉ??re striking your finest headstand.  You would think thereÉ??s a magnetic force controlling it É?? but, really, its just great design. <br/><br/>

Made from YOGASMOGA's exclusive Aurum high performance technical fabric. The Yantra Tank is a classic tank with no built-in bra. <br/><br/>",1,yoga apparel
YTNK.MIDB.SMST.MIDB-12,Yantra Tank-Midnight Blue / Seattle Mist-12,26,"Ladies, finally, a tank that stays in check É?? paying attention to your hips instead of flirting with your navel. ThatÉ??s right, a top that does what itÉ??s told and stays put at your hips, even when youÉ??re striking your finest headstand.  You would think thereÉ??s a magnetic force controlling it É?? but, really, its just great design. <br/><br/>

Made from YOGASMOGA's exclusive Aurum high performance technical fabric. The Yantra Tank is a classic tank with no built-in bra. <br/><br/>",0,yoga apparel
YTNK.CRS.CRLP.CRS-2,Yantra Tank-Crimson Rose / Coral Pink-2,55,"Ladies, finally, a tank that stays in check É?? paying attention to your hips instead of flirting with your navel. ThatÉ??s right, a top that does what itÉ??s told and stays put at your hips, even when youÉ??re striking your finest headstand.  You would think thereÉ??s a magnetic force controlling it É?? but, really, its just great design. <br/><br/>

Made from YOGASMOGA's exclusive Aurum high performance technical fabric. The Yantra Tank is a classic tank with no built-in bra. <br/><br/>",0,yoga apparel
YTNK.CRS.CRLP.CRS-4,Yantra Tank-Crimson Rose / Coral Pink-4,55,"Ladies, finally, a tank that stays in check É?? paying attention to your hips instead of flirting with your navel. ThatÉ??s right, a top that does what itÉ??s told and stays put at your hips, even when youÉ??re striking your finest headstand.  You would think thereÉ??s a magnetic force controlling it É?? but, really, its just great design. <br/><br/>

Made from YOGASMOGA's exclusive Aurum high performance technical fabric. The Yantra Tank is a classic tank with no built-in bra. <br/><br/>",0,yoga apparel
YTNK.CRS.CRLP.CRS-6,Yantra Tank-Crimson Rose / Coral Pink-6,55,"Ladies, finally, a tank that stays in check É?? paying attention to your hips instead of flirting with your navel. ThatÉ??s right, a top that does what itÉ??s told and stays put at your hips, even when youÉ??re striking your finest headstand.  You would think thereÉ??s a magnetic force controlling it É?? but, really, its just great design. <br/><br/>

Made from YOGASMOGA's exclusive Aurum high performance technical fabric. The Yantra Tank is a classic tank with no built-in bra. <br/><br/>",0,yoga apparel
YTNK.CRS.CRLP.CRS-8,Yantra Tank-Crimson Rose / Coral Pink-8,55,"Ladies, finally, a tank that stays in check É?? paying attention to your hips instead of flirting with your navel. ThatÉ??s right, a top that does what itÉ??s told and stays put at your hips, even when youÉ??re striking your finest headstand.  You would think thereÉ??s a magnetic force controlling it É?? but, really, its just great design. <br/><br/>

Made from YOGASMOGA's exclusive Aurum high performance technical fabric. The Yantra Tank is a classic tank with no built-in bra. <br/><br/>",0,yoga apparel
YTNK.CRS.CRLP.CRS-10,Yantra Tank-Crimson Rose / Coral Pink-10,55,"Ladies, finally, a tank that stays in check É?? paying attention to your hips instead of flirting with your navel. ThatÉ??s right, a top that does what itÉ??s told and stays put at your hips, even when youÉ??re striking your finest headstand.  You would think thereÉ??s a magnetic force controlling it É?? but, really, its just great design. <br/><br/>

Made from YOGASMOGA's exclusive Aurum high performance technical fabric. The Yantra Tank is a classic tank with no built-in bra. <br/><br/>",0,yoga apparel
YTNK.CRS.CRLP.CRS-12,Yantra Tank-Crimson Rose / Coral Pink-12,55,"Ladies, finally, a tank that stays in check É?? paying attention to your hips instead of flirting with your navel. ThatÉ??s right, a top that does what itÉ??s told and stays put at your hips, even when youÉ??re striking your finest headstand.  You would think thereÉ??s a magnetic force controlling it É?? but, really, its just great design. <br/><br/>

Made from YOGASMOGA's exclusive Aurum high performance technical fabric. The Yantra Tank is a classic tank with no built-in bra. <br/><br/>",0,yoga apparel
YTNK.JDBL.BBLU.JDBL-2,Yantra Tank-Jodhpur Blue / Boy Blue-2,27.5,"Ladies, finally, a tank that stays in check É?? paying attention to your hips instead of flirting with your navel. ThatÉ??s right, a top that does what itÉ??s told and stays put at your hips, even when youÉ??re striking your finest headstand.  You would think thereÉ??s a magnetic force controlling it É?? but, really, its just great design. <br/><br/>

Made from YOGASMOGA's exclusive Aurum high performance technical fabric. The Yantra Tank is a classic tank with no built-in bra. <br/><br/>",0,yoga apparel
YTNK.JDBL.BBLU.JDBL-4,Yantra Tank-Jodhpur Blue / Boy Blue-4,27.5,"Ladies, finally, a tank that stays in check É?? paying attention to your hips instead of flirting with your navel. ThatÉ??s right, a top that does what itÉ??s told and stays put at your hips, even when youÉ??re striking your finest headstand.  You would think thereÉ??s a magnetic force controlling it É?? but, really, its just great design. <br/><br/>

Made from YOGASMOGA's exclusive Aurum high performance technical fabric. The Yantra Tank is a classic tank with no built-in bra. <br/><br/>",0,yoga apparel
YTNK.JDBL.BBLU.JDBL-6,Yantra Tank-Jodhpur Blue / Boy Blue-6,27.5,"Ladies, finally, a tank that stays in check É?? paying attention to your hips instead of flirting with your navel. ThatÉ??s right, a top that does what itÉ??s told and stays put at your hips, even when youÉ??re striking your finest headstand.  You would think thereÉ??s a magnetic force controlling it É?? but, really, its just great design. <br/><br/>

Made from YOGASMOGA's exclusive Aurum high performance technical fabric. The Yantra Tank is a classic tank with no built-in bra. <br/><br/>",0,yoga apparel
YTNK.JDBL.BBLU.JDBL-8,Yantra Tank-Jodhpur Blue / Boy Blue-8,27.5,"Ladies, finally, a tank that stays in check É?? paying attention to your hips instead of flirting with your navel. ThatÉ??s right, a top that does what itÉ??s told and stays put at your hips, even when youÉ??re striking your finest headstand.  You would think thereÉ??s a magnetic force controlling it É?? but, really, its just great design. <br/><br/>

Made from YOGASMOGA's exclusive Aurum high performance technical fabric. The Yantra Tank is a classic tank with no built-in bra. <br/><br/>",0,yoga apparel
YTNK.JDBL.BBLU.JDBL-10,Yantra Tank-Jodhpur Blue / Boy Blue-10,27.5,"Ladies, finally, a tank that stays in check É?? paying attention to your hips instead of flirting with your navel. ThatÉ??s right, a top that does what itÉ??s told and stays put at your hips, even when youÉ??re striking your finest headstand.  You would think thereÉ??s a magnetic force controlling it É?? but, really, its just great design. <br/><br/>

Made from YOGASMOGA's exclusive Aurum high performance technical fabric. The Yantra Tank is a classic tank with no built-in bra. <br/><br/>",0,yoga apparel
YTNK.JDBL.BBLU.JDBL-12,Yantra Tank-Jodhpur Blue / Boy Blue-12,27.5,"Ladies, finally, a tank that stays in check É?? paying attention to your hips instead of flirting with your navel. ThatÉ??s right, a top that does what itÉ??s told and stays put at your hips, even when youÉ??re striking your finest headstand.  You would think thereÉ??s a magnetic force controlling it É?? but, really, its just great design. <br/><br/>

Made from YOGASMOGA's exclusive Aurum high performance technical fabric. The Yantra Tank is a classic tank with no built-in bra. <br/><br/>",0,yoga apparel
YTNK.GCV.CRS.GCV-2,Yantra Tank-Grey Caviar / Crimson Rose-2,55,"Ladies, finally, a tank that stays in check É?? paying attention to your hips instead of flirting with your navel. ThatÉ??s right, a top that does what itÉ??s told and stays put at your hips, even when youÉ??re striking your finest headstand.  You would think thereÉ??s a magnetic force controlling it É?? but, really, its just great design. <br/><br/>

Made from YOGASMOGA's exclusive Aurum high performance technical fabric. The Yantra Tank is a classic tank with no built-in bra. <br/><br/>",0,yoga apparel
YTNK.GCV.CRS.GCV-4,Yantra Tank-Grey Caviar / Crimson Rose-4,55,"Ladies, finally, a tank that stays in check É?? paying attention to your hips instead of flirting with your navel. ThatÉ??s right, a top that does what itÉ??s told and stays put at your hips, even when youÉ??re striking your finest headstand.  You would think thereÉ??s a magnetic force controlling it É?? but, really, its just great design. <br/><br/>

Made from YOGASMOGA's exclusive Aurum high performance technical fabric. The Yantra Tank is a classic tank with no built-in bra. <br/><br/>",0,yoga apparel
YTNK.GCV.CRS.GCV-6,Yantra Tank-Grey Caviar / Crimson Rose-6,55,"Ladies, finally, a tank that stays in check É?? paying attention to your hips instead of flirting with your navel. ThatÉ??s right, a top that does what itÉ??s told and stays put at your hips, even when youÉ??re striking your finest headstand.  You would think thereÉ??s a magnetic force controlling it É?? but, really, its just great design. <br/><br/>

Made from YOGASMOGA's exclusive Aurum high performance technical fabric. The Yantra Tank is a classic tank with no built-in bra. <br/><br/>",0,yoga apparel
YTNK.GCV.CRS.GCV-8,Yantra Tank-Grey Caviar / Crimson Rose-8,55,"Ladies, finally, a tank that stays in check É?? paying attention to your hips instead of flirting with your navel. ThatÉ??s right, a top that does what itÉ??s told and stays put at your hips, even when youÉ??re striking your finest headstand.  You would think thereÉ??s a magnetic force controlling it É?? but, really, its just great design. <br/><br/>

Made from YOGASMOGA's exclusive Aurum high performance technical fabric. The Yantra Tank is a classic tank with no built-in bra. <br/><br/>",0,yoga apparel
TTLEG.VTW.VTW.VTW-2,Tippy Toe Legging-Violet Twilight-2,45,"Your new BFF É?? every woman deserves a pair, or two, for that instant joy that will make you want to get on your tippy toes. YouÉ??re all leg in this super slimming legging.  Look sleek & sexy in any pose you strike.",0,yoga apparel
YTNK.GCV.CRS.GCV-10,Yantra Tank-Grey Caviar / Crimson Rose-10,55,"Ladies, finally, a tank that stays in check É?? paying attention to your hips instead of flirting with your navel. ThatÉ??s right, a top that does what itÉ??s told and stays put at your hips, even when youÉ??re striking your finest headstand.  You would think thereÉ??s a magnetic force controlling it É?? but, really, its just great design. <br/><br/>

Made from YOGASMOGA's exclusive Aurum high performance technical fabric. The Yantra Tank is a classic tank with no built-in bra. <br/><br/>",0,yoga apparel
TTLEG.VTW.VTW.VTW-4,Tippy Toe Legging-Violet Twilight-4,45,"Your new BFF É?? every woman deserves a pair, or two, for that instant joy that will make you want to get on your tippy toes. YouÉ??re all leg in this super slimming legging.  Look sleek & sexy in any pose you strike.",1,yoga apparel
YTNK.GCV.CRS.GCV-12,Yantra Tank-Grey Caviar / Crimson Rose-12,55,"Ladies, finally, a tank that stays in check É?? paying attention to your hips instead of flirting with your navel. ThatÉ??s right, a top that does what itÉ??s told and stays put at your hips, even when youÉ??re striking your finest headstand.  You would think thereÉ??s a magnetic force controlling it É?? but, really, its just great design. <br/><br/>

Made from YOGASMOGA's exclusive Aurum high performance technical fabric. The Yantra Tank is a classic tank with no built-in bra. <br/><br/>",0,yoga apparel
TTLEG.VTW.VTW.VTW-6,Tippy Toe Legging-Violet Twilight-6,45,"Your new BFF É?? every woman deserves a pair, or two, for that instant joy that will make you want to get on your tippy toes. YouÉ??re all leg in this super slimming legging.  Look sleek & sexy in any pose you strike.",0,yoga apparel
TTLEG.VTW.VTW.VTW-8,Tippy Toe Legging-Violet Twilight-8,45,"Your new BFF É?? every woman deserves a pair, or two, for that instant joy that will make you want to get on your tippy toes. YouÉ??re all leg in this super slimming legging.  Look sleek & sexy in any pose you strike.",0,yoga apparel
TTLEG.VTW.VTW.VTW-10,Tippy Toe Legging-Violet Twilight-10,45,"Your new BFF É?? every woman deserves a pair, or two, for that instant joy that will make you want to get on your tippy toes. YouÉ??re all leg in this super slimming legging.  Look sleek & sexy in any pose you strike.",1,yoga apparel
TTLEG.VTW.VTW.VTW-12,Tippy Toe Legging-Violet Twilight-12,45,"Your new BFF É?? every woman deserves a pair, or two, for that instant joy that will make you want to get on your tippy toes. YouÉ??re all leg in this super slimming legging.  Look sleek & sexy in any pose you strike.",1,yoga apparel
TTLEG.GCV.GCV.GCV-2,Tippy Toe Legging-Grey Cavier-2,96,"Your new BFF É?? every woman deserves a pair, or two, for that instant joy that will make you want to get on your tippy toes. YouÉ??re all leg in this super slimming legging.  Look sleek & sexy in any pose you strike.",0,yoga apparel
TTLEG.GCV.GCV.GCV-4,Tippy Toe Legging-Grey Cavier-4,96,"Your new BFF É?? every woman deserves a pair, or two, for that instant joy that will make you want to get on your tippy toes. YouÉ??re all leg in this super slimming legging.  Look sleek & sexy in any pose you strike.",0,yoga apparel
TTLEG.GCV.GCV.GCV-6,Tippy Toe Legging-Grey Cavier-6,96,"Your new BFF É?? every woman deserves a pair, or two, for that instant joy that will make you want to get on your tippy toes. YouÉ??re all leg in this super slimming legging.  Look sleek & sexy in any pose you strike.",0,yoga apparel
TTLEG.GCV.GCV.GCV-8,Tippy Toe Legging-Grey Cavier-8,96,"Your new BFF É?? every woman deserves a pair, or two, for that instant joy that will make you want to get on your tippy toes. YouÉ??re all leg in this super slimming legging.  Look sleek & sexy in any pose you strike.",0,yoga apparel
TTLEG.GCV.GCV.GCV-10,Tippy Toe Legging-Grey Cavier-10,96,"Your new BFF É?? every woman deserves a pair, or two, for that instant joy that will make you want to get on your tippy toes. YouÉ??re all leg in this super slimming legging.  Look sleek & sexy in any pose you strike.",0,yoga apparel
TTLEG.GCV.GCV.GCV-12,Tippy Toe Legging-Grey Cavier-12,96,"Your new BFF É?? every woman deserves a pair, or two, for that instant joy that will make you want to get on your tippy toes. YouÉ??re all leg in this super slimming legging.  Look sleek & sexy in any pose you strike.",0,yoga apparel
TTLEG.C6.CRS.C6-2,Tippy Toe Legging-Carbon 6 / Crimson Rose-2,96,"Your new BFF É?? every woman deserves a pair, or two, for that instant joy that will make you want to get on your tippy toes. YouÉ??re all leg in this super slimming legging.  Look sleek & sexy in any pose you strike.",0,yoga apparel
TTLEG.C6.CRS.C6-4,Tippy Toe Legging-Carbon 6 / Crimson Rose-4,96,"Your new BFF É?? every woman deserves a pair, or two, for that instant joy that will make you want to get on your tippy toes. YouÉ??re all leg in this super slimming legging.  Look sleek & sexy in any pose you strike.",1,yoga apparel
YTNK.SMST.GCV.SMST-2,Yantra Tank-Seattle Mist / Grey Caviar-2,26,"Ladies, finally, a tank that stays in check É?? paying attention to your hips instead of flirting with your navel. ThatÉ??s right, a top that does what itÉ??s told and stays put at your hips, even when youÉ??re striking your finest headstand.  You would think thereÉ??s a magnetic force controlling it É?? but, really, its just great design. <br/><br/>

Made from YOGASMOGA's exclusive Aurum high performance technical fabric. The Yantra Tank is a classic tank with no built-in bra. <br/><br/>",0,yoga apparel
TTLEG.C6.CRS.C6-6,Tippy Toe Legging-Carbon 6 / Crimson Rose-6,96,"Your new BFF É?? every woman deserves a pair, or two, for that instant joy that will make you want to get on your tippy toes. YouÉ??re all leg in this super slimming legging.  Look sleek & sexy in any pose you strike.",1,yoga apparel
TTLEG.C6.CRS.C6-8,Tippy Toe Legging-Carbon 6 / Crimson Rose-8,96,"Your new BFF É?? every woman deserves a pair, or two, for that instant joy that will make you want to get on your tippy toes. YouÉ??re all leg in this super slimming legging.  Look sleek & sexy in any pose you strike.",1,yoga apparel
TTLEG.C6.CRS.C6-10,Tippy Toe Legging-Carbon 6 / Crimson Rose-10,96,"Your new BFF É?? every woman deserves a pair, or two, for that instant joy that will make you want to get on your tippy toes. YouÉ??re all leg in this super slimming legging.  Look sleek & sexy in any pose you strike.",1,yoga apparel
YTNK.SMST.GCV.SMST-4,Yantra Tank-Seattle Mist / Grey Caviar-4,26,"Ladies, finally, a tank that stays in check É?? paying attention to your hips instead of flirting with your navel. ThatÉ??s right, a top that does what itÉ??s told and stays put at your hips, even when youÉ??re striking your finest headstand.  You would think thereÉ??s a magnetic force controlling it É?? but, really, its just great design. <br/><br/>

Made from YOGASMOGA's exclusive Aurum high performance technical fabric. The Yantra Tank is a classic tank with no built-in bra. <br/><br/>",1,yoga apparel
TTLEG.C6.CRS.C6-12,Tippy Toe Legging-Carbon 6 / Crimson Rose-12,96,"Your new BFF É?? every woman deserves a pair, or two, for that instant joy that will make you want to get on your tippy toes. YouÉ??re all leg in this super slimming legging.  Look sleek & sexy in any pose you strike.",1,yoga apparel
